com.samsung.shealth.sleep,6156001,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,80.0,0,5,8,8,42,491,86,2,15,0,0,,,4.0,,9.0,,,770bd298-09fc-1aca-2f81-10fa6f18f878.extra_data.json,3,91.0,52,491,2020-12-15 22:41:00.000,,2020-12-16 07:02:22.452,2020-12-16 06:58:12.438,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-16 06:52:00.000,770bd298-09fc-1aca-2f81-10fa6f18f878,
,60.0,18,19,9,16,31,416,132,1,9,0,0,,,20.0,,8.0,,,dbc6e579-99d1-7b10-38de-d3bc97946077.extra_data.json,4,92.0,55,416,2021-01-18 00:15:00.000,,2021-01-18 07:20:01.984,2021-01-18 07:17:28.361,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-18 07:11:00.000,dbc6e579-99d1-7b10-38de-d3bc97946077,
,75.0,5,17,6,10,48,504,42,1,22,0,0,,,12.0,,10.0,,,773a12fc-7e86-36dc-7848-b1b247814684.extra_data.json,5,90.0,61,504,2021-01-08 23:19:00.000,,2021-01-09 07:55:45.877,2021-01-09 07:51:22.361,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-09 07:43:00.000,773a12fc-7e86-36dc-7848-b1b247814684,
,52.0,23,37,3,19,43,478,62,2,20,0,0,,,32.0,,9.0,,,f3daa171-0331-3f18-3ac9-dc758909c0b1.extra_data.json,4,91.0,63,478,2020-11-08 22:00:00.000,,2020-11-09 06:03:55.840,2020-11-09 06:03:53.327,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-11-09 05:58:00.000,f3daa171-0331-3f18-3ac9-dc758909c0b1,
,38.0,21,21,10,25,46,517,146,1,20,0,0,,,16.0,,9.0,,,92cc24e4-4a96-b1ee-4b55-63319028784b.extra_data.json,5,91.0,55,517,2020-12-30 00:01:00.000,,2020-12-30 08:42:03.263,2020-12-30 08:42:00.808,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-30 08:38:00.000,92cc24e4-4a96-b1ee-4b55-63319028784b,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-17 23:14:07.897,,2021-01-01 07:57:57.641,2021-01-01 07:57:57.641,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-18 08:16:49.290,290a57c6-2835-4c34-94a4-62a3ef30ec78,
,50.0,24,33,2,20,58,500,86,2,37,2,0,,,28.0,,12.0,,,00be161f-052f-2f30-0c33-a4cee06a4fef.extra_data.json,5,88.0,59,502,2021-01-26 23:58:00.000,,2021-01-27 08:39:20.848,2021-01-27 08:39:17.370,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-27 08:20:00.000,00be161f-052f-2f30-0c33-a4cee06a4fef,
,80.0,23,23,16,8,53,503,256,1,31,0,0,,,20.0,,11.0,,,cebe29cd-25db-5237-0b9c-48d1b7efb977.extra_data.json,3,89.0,56,503,2021-01-07 22:41:00.000,,2021-01-08 07:14:38.921,2021-01-08 07:09:53.360,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-08 07:04:00.000,cebe29cd-25db-5237-0b9c-48d1b7efb977,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-21 00:01:47.457,,2021-02-28 19:08:25.427,2021-02-28 19:08:25.427,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-21 08:40:47.457,502b5a20-0344-4603-b150-581c148cfcc8,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-14 23:19:56.894,,2021-02-28 19:08:25.798,2021-02-28 19:08:25.798,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-15 08:01:56.894,35a0ecc9-c573-4fdb-9d94-cffb90d69b7a,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-08 23:11:11.453,,2021-02-28 19:08:26.116,2021-02-28 19:08:26.116,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-09 08:23:47.453,49f1de28-22b8-4961-8c68-fa8fa1cfee7a,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-02 23:17:19.085,,2021-02-28 19:08:26.422,2021-02-28 19:08:26.422,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-03 07:31:07.085,1f294c5c-41e8-43aa-9fa4-00a673008809,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27 23:12:17.772,,2021-02-28 19:08:26.854,2021-02-28 19:08:26.854,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-28 06:55:29.770,a4ac8fff-25b4-4d4c-9a28-e4215c9bbd35,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-21 23:12:20.388,,2021-02-28 19:08:27.270,2021-02-28 19:08:27.270,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-22 07:30:20.388,239d66e5-5861-49e6-ab9b-3b6b7ac1dd00,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-15 22:12:55.929,,2021-02-28 19:08:27.629,2021-02-28 19:08:27.629,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-16 05:41:07.927,975c970c-3c4c-4302-bcec-274bb3d1aa14,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-09 22:47:50.809,,2021-02-28 19:08:28.007,2021-02-28 19:08:28.007,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-10 08:16:02.809,7cf02a0e-17e1-4784-a657-ced065c64137,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-03 23:06:08.218,,2021-02-28 19:08:28.345,2021-02-28 19:08:28.345,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-04 06:48:44.218,a1f092f1-5b53-4cf7-9b93-bd51de82a69b,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-28 23:39:28.673,,2021-02-28 19:08:28.701,2021-02-28 19:08:28.701,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-29 08:53:16.673,8045ca45-b13b-4605-adfc-727dec527fb6,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-22 23:13:30.766,,2021-02-28 19:08:28.968,2021-02-28 19:08:28.968,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-23 08:29:42.766,85ff59b6-ac01-4f7b-afab-228941dffb4a,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-16 23:03:26.644,,2021-02-28 19:08:29.343,2021-02-28 19:08:29.343,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-17 07:03:26.644,a7e58d90-3ef2-495d-96c2-ba4fc7e4c6ab,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-10 23:09:00.107,,2021-02-28 19:08:29.708,2021-02-28 19:08:29.708,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-11 07:00:00.107,4c62448b-e2f4-4c89-b681-537e6d917228,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-04 23:20:59.945,,2021-02-28 19:08:30.027,2021-02-28 19:08:30.027,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-05 08:07:47.945,f463019c-c0cd-41e1-97b7-bb50077d6867,
,100.0,0,0,2,0,2,179,179,0,0,0,0,,,0.0,,2.0,,,a8cb0a6e-f361-ebcd-9027-1bbd15ea79bd.extra_data.json,1,98.0,47,179,2021-01-20 07:02:00.000,,2021-01-20 10:20:14.274,2021-01-20 10:01:15.355,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-20 10:01:00.000,a8cb0a6e-f361-ebcd-9027-1bbd15ea79bd,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:02:23.172,,2021-01-15 05:41:20.726,2021-01-15 05:41:20.726,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2021-01-01 07:57:56.833,4106f52f-c39c-42f4-92a8-3326d2b774cf,
,69.0,34,35,12,11,78,573,149,1,42,0,0,,1,73.0,,29.0,,,1ea0db17-9c74-2817-7497-1a78e69fa88d.extra_data.json,4,86.0,66,573,2021-02-18 22:32:00.000,,2021-02-19 08:09:17.825,2021-02-19 08:09:15.312,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-19 08:05:00.000,1ea0db17-9c74-2817-7497-1a78e69fa88d,
,56.0,45,53,12,14,62,581,211,2,30,0,0,,1,76.0,,22.0,,,011584e9-477d-9d4c-e5f6-2e0632f95218.extra_data.json,4,89.0,63,581,2021-02-16 22:27:00.000,,2021-02-17 08:13:20.519,2021-02-17 08:13:16.370,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-17 08:08:00.000,011584e9-477d-9d4c-e5f6-2e0632f95218,
,44.0,17,17,5,11,42,154,112,2,36,0,0,,1,33.0,,55.0,,,f51787f0-2e0a-7246-a8b9-cd5292e3b75b.extra_data.json,1,72.0,55,154,2021-02-14 06:45:00.000,,2021-02-14 09:34:57.777,2021-02-14 09:27:17.398,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-14 09:19:00.000,f51787f0-2e0a-7246-a8b9-cd5292e3b75b,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-30 23:15:06.612,,2020-12-31 23:29:27.497,2020-12-31 23:29:27.497,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-31 09:18:36.266,e62b0ab0-c9be-4766-84a6-5b9078afcd07,
,75.0,8,8,3,0,3,97,97,0,0,0,0,9cc9ff0c-26b7-4de9-80f3-2884eeea8652,1,21.0,,6.0,,,68e78554-2c32-3681-b1ee-4394820f4cb8.extra_data.json,1,96.0,72,97,2021-02-28 20:48:00.000,,2021-03-01 06:51:01.436,2021-02-28 22:25:54.601,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-28 22:25:00.000,68e78554-2c32-3681-b1ee-4394820f4cb8,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-28 20:40:01.693,,2021-03-04 06:55:22.833,2021-03-04 06:55:22.833,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-01 06:30:18.564,217a7cae-3d4a-45c2-aa47-fc257a8f69e5,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-04 22:19:19.906,,2021-03-07 07:22:58.634,2021-03-07 07:22:58.634,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-05 06:44:01.830,90bf1834-9aa4-478e-ab53-0a6d465403c8,
,37.0,14,14,8,23,32,236,128,2,16,0,0,,1,34.0,,27.0,,,75b77ca9-0871-d725-3ef6-94837c1ae6a3.extra_data.json,2,86.0,42,236,2021-02-10 04:05:00.000,,2021-02-10 08:04:04.879,2021-02-10 08:04:01.363,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-10 08:01:00.000,75b77ca9-0871-d725-3ef6-94837c1ae6a3,
,0.0,22,22,13,41,82,541,132,2,52,0,0,,,16.0,,16.0,,,9fefcecb-dbf7-c75c-af0b-27ace4c79264.extra_data.json,4,84.0,48,541,2020-12-05 23:47:00.000,,2020-12-06 08:53:37.467,2020-12-06 08:53:33.336,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-06 08:48:00.000,9fefcecb-dbf7-c75c-af0b-27ace4c79264,
,82.0,0,0,6,3,45,334,56,0,24,0,0,,1,33.0,,31.0,,,0edd7be2-85c8-606d-988e-ea66c6e05f0b.extra_data.json,3,86.0,44,334,2021-02-10 23:59:00.000,,2021-02-11 05:37:30.420,2021-02-11 05:37:28.347,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-11 05:33:00.000,0edd7be2-85c8-606d-988e-ea66c6e05f0b,
,53.0,0,0,5,7,48,277,73,2,33,0,0,1b2b6379-4e69-48ea-b8de-14cbc603c3fd,1,28.0,,36.0,,,d26dcf0b-ba19-5392-bbcb-7597a3de6e92.extra_data.json,2,82.0,33,277,2021-03-08 02:14:00.000,,2021-03-08 06:59:29.419,2021-03-08 06:56:49.345,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-08 06:51:00.000,d26dcf0b-ba19-5392-bbcb-7597a3de6e92,
,63.0,1,24,1,15,66,379,39,1,46,4,0,,,24.0,,19.0,,,2b178c3c-7d86-8da0-75f3-0d35a461c291.extra_data.json,5,81.0,61,383,2020-12-02 01:07:00.000,,2020-12-02 07:53:34.561,2020-12-02 07:46:29.311,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-02 07:30:00.000,2b178c3c-7d86-8da0-75f3-0d35a461c291,
,61.0,19,19,7,14,47,349,142,1,25,0,0,,1,46.0,,26.0,,,3cdbf4b0-5aaa-7883-3a46-ba993d26a9cb.extra_data.json,3,86.0,56,349,2021-02-26 01:10:00.000,,2021-02-26 07:13:07.088,2021-02-26 07:08:41.254,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-26 06:59:00.000,3cdbf4b0-5aaa-7883-3a46-ba993d26a9cb,
,0.0,0,29,8,54,87,503,35,2,62,0,0,,,24.0,,18.0,,,e05d94a6-e9ab-7af8-ab55-f50d339e72e2.extra_data.json,5,82.0,43,503,2021-01-23 23:45:00.000,,2021-01-24 08:13:58.692,2021-01-24 08:13:53.600,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-24 08:08:00.000,e05d94a6-e9ab-7af8-ab55-f50d339e72e2,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-21 23:01:20.374,,2021-01-04 23:04:34.190,2021-01-04 23:04:34.190,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-22 07:11:48.873,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,
,77.0,0,30,11,18,45,454,51,1,16,0,0,,1,52.0,,35.0,,,df277242-118f-a6b6-8f69-f3a511132bfc.extra_data.json,7,90.0,45,454,2021-02-03 23:23:00.000,,2021-02-04 07:04:02.490,2021-02-04 07:03:57.399,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-04 06:57:00.000,df277242-118f-a6b6-8f69-f3a511132bfc,
,70.0,0,33,1,10,59,462,26,1,33,2,0,,1,53.0,,24.0,,,3c1153c6-b54b-ab93-9219-199624732728.extra_data.json,4,86.0,54,464,2021-03-10 22:53:00.000,,2021-03-11 06:55:13.213,2021-03-11 06:55:08.348,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-11 06:37:00.000,3c1153c6-b54b-ab93-9219-199624732728,
,67.0,9,9,21,8,39,377,164,1,23,0,0,,1,42.0,,29.0,,,7b2639e8-6506-83d0-5358-c8bf637f5c7d.extra_data.json,3,89.0,56,377,2021-02-15 23:43:00.000,,2021-02-16 06:05:04.704,2021-02-16 06:05:03.334,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-16 06:00:00.000,7b2639e8-6506-83d0-5358-c8bf637f5c7d,
,55.0,12,12,21,18,52,398,213,1,27,0,0,,,12.0,,14.0,,,e7c13872-0207-d694-0283-c1778585c612.extra_data.json,3,86.0,51,398,2021-01-02 00:49:00.000,,2021-01-02 07:28:17.264,2021-01-02 07:28:14.378,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-02 07:27:00.000,e7c13872-0207-d694-0283-c1778585c612,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-10 22:26:30.775,,2021-01-24 23:12:31.695,2021-01-24 23:12:31.695,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2021-01-11 05:41:06.465,8ff39cd4-1c24-4bfa-83ae-3fe580d8e825,
,51.0,2,2,15,19,47,461,154,2,21,0,0,,1,47.0,,24.0,,,60cb9fbf-5e43-72a9-e1ab-a03de206ace9.extra_data.json,4,89.0,48,461,2021-02-01 23:53:00.000,,2021-02-02 07:42:47.592,2021-02-02 07:38:08.259,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-02 07:34:00.000,60cb9fbf-5e43-72a9-e1ab-a03de206ace9,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-16 23:03:26.644,,2020-12-21 21:11:08.989,2020-12-21 21:11:08.989,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-17 07:03:14.175,f4fb743a-d4bc-4e6e-a0d6-51751190124d,
,86.0,12,12,2,4,45,440,82,0,25,4,0,,1,53.0,,18.0,,,04ae7720-ab03-9202-456c-25404d31aee6.extra_data.json,4,89.0,70,444,2021-03-14 22:22:00.000,,2021-03-15 06:06:15.511,2021-03-15 06:03:41.381,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-15 05:46:00.000,04ae7720-ab03-9202-456c-25404d31aee6,
,71.0,27,38,2,14,60,579,59,2,35,0,0,,1,83.0,,20.0,,,3608e202-0a2d-9959-2ac5-9fe738842fbb.extra_data.json,7,89.0,54,579,2021-02-04 22:52:00.000,,2021-02-05 08:48:08.425,2021-02-05 08:48:02.338,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-05 08:31:00.000,3608e202-0a2d-9959-2ac5-9fe738842fbb,
,35.0,30,30,12,26,47,485,223,2,27,0,0,,,24.0,,10.0,,,92f03b3b-1798-9ac7-430c-4149b8a805fa.extra_data.json,3,90.0,59,485,2020-12-26 23:44:00.000,,2020-12-27 07:58:54.670,2020-12-27 07:58:51.405,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-27 07:49:00.000,92f03b3b-1798-9ac7-430c-4149b8a805fa,
,75.0,32,32,10,10,52,452,122,2,26,0,0,,,28.0,,12.0,,,a054576b-f42c-5ced-009a-47e7d5ae8d7d.extra_data.json,3,88.0,63,452,2020-12-14 23:20:00.000,,2020-12-15 07:01:15.910,2020-12-15 07:01:13.316,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-15 06:52:00.000,a054576b-f42c-5ced-009a-47e7d5ae8d7d,
,100.0,20,20,14,0,28,219,145,0,22,0,0,,,36.0,,13.0,,,aeb57771-ba7b-d295-5051-16b6ba026d62.extra_data.json,1,87.0,58,219,2021-01-19 03:30:00.000,,2021-01-19 07:22:05.465,2021-01-19 07:14:26.372,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-19 07:09:00.000,aeb57771-ba7b-d295-5051-16b6ba026d62,
,35.0,21,21,10,35,62,453,151,2,40,1,0,,1,55.0,,29.0,,,93e8ca0d-a407-8356-c72c-240efcaa86e3.extra_data.json,4,86.0,48,454,2021-03-17 22:49:00.000,,2021-03-18 06:42:01.912,2021-03-18 06:41:57.384,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-18 06:23:00.000,93e8ca0d-a407-8356-c72c-240efcaa86e3,
,88.0,21,34,7,5,18,300,98,0,3,0,0,,,44.0,,6.0,,,dd5f7701-16a0-c54b-365e-fa7dbace06ef.extra_data.json,3,94.0,78,300,2020-11-30 22:34:00.000,,2020-12-01 03:37:20.492,2020-12-01 03:37:17.386,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-01 03:34:00.000,dd5f7701-16a0-c54b-365e-fa7dbace06ef,
,23.0,10,10,21,31,70,424,256,1,46,0,0,,,8.0,,17.0,,,106aac30-7fef-9800-7e24-c5684727e1fc.extra_data.json,3,83.0,51,424,2021-01-14 00:04:00.000,,2021-01-14 07:15:40.856,2021-01-14 07:15:38.290,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-14 07:08:00.000,106aac30-7fef-9800-7e24-c5684727e1fc,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26 00:01:12.721,,2021-02-28 19:08:25.181,2021-02-28 19:08:25.181,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-26 07:00:36.721,42bba8fb-d20b-4140-8b76-9fea3e6d8670,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19 23:20:58.011,,2021-02-28 19:08:25.478,2021-02-28 19:08:25.478,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-20 07:38:58.011,5f9ef463-c8ea-4ad6-8a85-aedc00e50e3d,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-13 23:24:23.258,,2021-02-28 19:08:25.853,2021-02-28 19:08:25.853,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-14 08:24:23.258,8801206e-237d-4358-8210-b1791919abe0,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-07 23:30:06.857,,2021-02-28 19:08:26.157,2021-02-28 19:08:26.157,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-08 08:21:42.855,4acf39ae-6897-49f0-a647-fe1984332e0f,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-01 23:15:57.252,,2021-02-28 19:08:26.493,2021-02-28 19:08:26.493,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-02 07:29:45.252,e48eda43-661b-4b43-b6b5-e521ddc45c81,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-26 22:58:44.396,,2021-02-28 19:08:26.927,2021-02-28 19:08:26.927,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-27 08:28:08.392,38422112-29f7-4516-8d47-8e411fa4a3ea,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-20 23:07:05.799,,2021-02-28 19:08:27.328,2021-02-28 19:08:27.328,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-21 07:51:29.797,47ca67f4-e6bd-4272-baa7-70011c0b83fd,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-14 22:11:53.412,,2021-02-28 19:08:27.659,2021-02-28 19:08:27.659,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-15 05:41:17.412,a16d4ed7-3697-430e-902f-0f718188581d,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-08 22:37:13.655,,2021-02-28 19:08:28.058,2021-02-28 19:08:28.058,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-09 07:44:25.655,d7e1274e-ee2a-443a-a112-26873ee5e1e9,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-02 22:36:13.094,,2021-02-28 19:08:28.368,2021-02-28 19:08:28.368,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-03 08:45:49.094,0e69d52e-92bc-468e-b4c0-3da7a1e9bd0b,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-27 23:43:29.585,,2021-02-28 19:08:28.755,2021-02-28 19:08:28.755,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-28 08:22:29.585,382faeed-b6fa-4855-bfc7-fc9d116d52c8,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-21 23:01:20.374,,2021-02-28 19:08:29.044,2021-02-28 19:08:29.044,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-22 07:11:32.374,2470b0f3-4f94-47ed-9d16-2cc2009c91e9,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15 22:28:07.764,,2021-02-28 19:08:29.396,2021-02-28 19:08:29.396,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-16 06:53:55.766,d37e6191-091b-43f5-9875-ff1965db145b,
,57.0,6,6,13,8,46,264,166,1,25,5,0,,1,30.0,,35.0,,,63add5f8-3422-abb4-72d7-3d1759f3b43b.extra_data.json,1,81.0,45,269,2021-03-21 02:30:00.000,,2021-03-21 07:26:27.552,2021-03-21 07:18:33.441,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-21 06:59:00.000,63add5f8-3422-abb4-72d7-3d1759f3b43b,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-21 02:01:29.077,,2021-03-24 21:42:04.787,2021-03-24 21:42:04.787,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-21 07:04:05.775,bd42851c-44e0-4873-8bed-abe2b8ee0dee,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-09 22:58:45.324,,2021-02-28 19:08:29.752,2021-02-28 19:08:29.752,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-10 07:01:45.324,69ef7d18-75c6-4639-9a82-8975a9870c18,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-27 00:01:32.484,,2021-03-27 06:17:16.293,2021-03-27 06:17:16.293,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-27 06:17:15.686,eb3c3844-b83d-4944-8618-91b15e5b711f,
,73.0,13,13,12,11,39,415,157,1,9,0,0,,,12.0,,10.0,,,7a9588b3-dbae-c030-072d-54f4ecd5531b.extra_data.json,3,90.0,60,415,2020-12-19 00:06:00.000,,2020-12-19 07:03:40.591,2020-12-19 07:03:38.601,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-19 07:01:00.000,7a9588b3-dbae-c030-072d-54f4ecd5531b,
,0.0,12,29,12,41,62,549,179,4,45,0,0,,,20.0,,12.0,,,4361079a-0b4a-df0d-c75e-9738b38fa120.extra_data.json,4,88.0,53,549,2020-12-22 23:41:00.000,,2020-12-23 08:58:39.324,2020-12-23 08:54:44.300,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-23 08:50:00.000,4361079a-0b4a-df0d-c75e-9738b38fa120,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-03 22:25:58.839,,2021-02-28 19:08:30.100,2021-02-28 19:08:30.100,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-04 06:45:10.837,015c0a48-5711-4de4-9656-54162d9f8cbc,
,52.0,13,13,5,8,52,283,107,2,43,0,0,90d2e3b1-7976-4c7f-b59b-df9ba5582d5f,1,38.0,,38.0,,,ecf25a1a-f308-4c46-2a48-ef18246f0396.extra_data.json,2,81.0,48,283,2021-03-29 01:55:00.000,,2021-03-29 06:45:32.955,2021-03-29 06:43:08.327,UTC+0400,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-29 06:38:00.000,ecf25a1a-f308-4c46-2a48-ef18246f0396,
,95.0,0,18,3,2,16,235,50,0,10,0,0,,,32.0,,7.0,,,f74c9661-c0eb-abf0-f1c3-0a0c227962b0.extra_data.json,2,93.0,53,235,2021-01-15 01:45:00.000,,2021-01-15 05:48:53.321,2021-01-15 05:48:51.453,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-15 05:40:00.000,f74c9661-c0eb-abf0-f1c3-0a0c227962b0,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-25 02:08:33.914,,2020-12-27 07:45:29.472,2020-12-27 07:45:29.472,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-25 08:32:49.992,90ab2490-2ed9-48fc-8e38-c769862c01f3,
