com.samsung.shealth.rewards,6156001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2020-11-08 22:00:00.000,,10009,,2021-03-03 08:19:37.939,2021-03-03 08:19:37.939,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13546}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-08 22:00:00.000,a2161795-82ba-40ad-8730-c291dc5d4409,1,
1200,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:50:31.852,2020-12-05 13:39:21.746,,,1200,UTC+0200,14867.658,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-12-05 13:35:20.880,4ed693f6-1181-4b71-912c-57d18898c6d4,0,
,2021-02-02 11:17:03.408,,,,2021-02-27 23:35:04.957,2021-02-02 11:17:03.430,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":true,""mValue"":291,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-02 11:17:03.408,241ba42b-c309-4d2d-bc3f-a4c194d8e705,0,
3000,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:51:16.393,2020-12-18 13:37:27.698,,,3000,UTC+0200,2,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2020-12-18 13:33:02.950,cab59f8f-d2a2-4839-acb5-bdb8a753a4f9,0,
,2020-11-04 22:00:00.000,,2499999,,2021-03-03 08:19:37.958,2021-03-03 08:19:37.958,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10895}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-04 22:00:00.000,8d4c348a-de0f-4d5d-ba55-5236b21fa0e0,1,
,2020-12-16 15:20:24.844,,,,2020-12-18 13:33:44.476,2020-12-16 15:20:24.878,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":72,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-16 15:20:24.844,ad9e20cd-217f-4169-a56c-683cf3e88af9,0,
,2021-01-31 12:06:13.464,,,,2021-02-27 22:05:30.149,2021-01-31 12:06:13.500,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":104,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-31 12:06:13.464,6ae9505c-9e66-4cc7-ab52-33879520cf9e,0,
1200,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:50:31.852,2020-12-13 12:00:14.996,,,1200,UTC+0200,51440.367,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-12-13 11:52:45.680,70432f8f-1952-4126-abc0-511f9ec4aa80,0,
,2020-11-10 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6799}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-10 22:00:00.000,ef8a4280-03f7-4a10-9581-87736b3268a9,1,
,2021-02-16 14:09:00.875,,,,2021-02-18 10:15:02.078,2021-02-16 14:09:00.934,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":124,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-16 14:09:00.875,0d4a0aff-395e-40c6-b8a9-bba3d43a94c1,0,
1201,,1002,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6,2021-02-28 13:51:08.790,2020-11-07 10:18:44.310,,,1201,UTC+0300,2.953,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-07 10:14:08.000,7bab651d-e5e2-4592-8672-236bed823379,0,
,2020-12-12 23:00:00.000,,,,2020-12-17 23:00:00.481,2020-12-13 12:00:14.468,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":59.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-12-12 23:00:00.000,287b6720-6ea1-42c8-8db2-e77e0a658300,1,
,2020-11-28 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7554}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-28 22:00:00.000,ec0c2863-6ac4-42b0-89af-865b981f1d79,1,
1203,,14001,,9d09df76-1735-5d06-9679-30c2e305e41b,2021-02-28 13:47:34.506,2020-11-07 08:33:38.491,,,1203,UTC+0300,1874890,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-11-02 15:45:45.730,62265b76-0dd1-487c-b7f5-abba003ecdfd,0,
3000,,1002,,ba21e389-901e-66b1-ac0c-e702b8c23244,2021-02-28 13:51:16.418,2021-02-28 13:51:16.418,,,3000,UTC+0200,8,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-02-25 12:31:28.530,65c1d613-f721-40ba-9215-84843382b78b,1,
,2021-01-24 13:58:45.166,,,,2021-01-26 16:31:15.279,2021-01-24 13:58:45.177,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":178,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-24 13:58:45.166,ce45e9f3-d4e1-4c5b-8e57-a44d106d38dd,0,
,2020-12-07 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7220}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-07 22:00:00.000,9344d7b8-34f5-4c41-87aa-c58380960ac1,1,
3001,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:51:06.460,2020-12-13 12:00:15.044,,,3001,UTC+0200,1,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2020-12-13 11:52:45.680,72c924ee-1217-44c5-8f1e-eb93fae0c33d,0,
,2020-12-28 23:00:00.000,,,,2021-01-04 23:00:01.419,2020-12-29 17:56:41.733,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":13.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-12-28 23:00:00.000,0f28796d-b873-4670-960c-69d21c950bb5,1,
,2021-01-15 23:00:00.000,,,,2021-01-17 13:15:03.407,2021-01-16 13:58:54.651,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":22.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2021-01-15 23:00:00.000,eccf5ed6-5cef-4bbc-96ec-99a24f32726d,1,
,2020-12-14 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7155}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-14 22:00:00.000,c113eed7-bc85-48d8-acc6-013ce189e974,1,
,2020-12-18 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":9208}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-18 22:00:00.000,36b00caf-bb1f-4528-84be-2bfa243bbda5,1,
1203,,14001,,7ac0d9c1-b8e4-9d7c-4103-4dbc7939b0be,2021-02-28 13:47:34.635,2021-02-28 13:47:34.635,,,1203,UTC+0300,2025869,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-11-04 15:49:06.150,be730263-033b-47f6-80ca-cc68a038e3e4,1,
,2021-02-26 10:00:13.576,,,,2021-02-28 10:35:01.232,2021-02-26 10:00:13.640,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":99,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-26 10:00:13.576,d589708a-3488-4e5d-9527-2de2bca06a65,0,
,2020-12-22 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":13183}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-22 22:00:00.000,050c0587-0306-4a53-a403-4eec954386e5,1,
,2020-12-29 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8667}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-29 22:00:00.000,248010de-8405-4607-94e9-19233664dcc3,1,
,2020-12-05 12:59:48.191,,,,2020-12-10 15:11:40.747,2020-12-05 12:59:48.218,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":101,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-05 12:59:48.191,a2acd101-a4a3-4b2a-94fc-a32e09c700b8,0,
1201,,1002,,adb2f4c3-920a-098b-04dc-98689646d7b4,2021-02-28 13:47:38.777,2021-02-28 13:47:35.870,,,1201,UTC+0200,3.021,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-29 10:44:27.000,8c8100fd-3b21-44e7-b3d4-35032cbec683,0,
,2020-12-29 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":9390}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-29 22:00:00.000,a74a7a38-498f-4724-a951-508586efc2b3,1,
,2021-01-05 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6116}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-05 22:00:00.000,1f5e2376-b163-4631-8564-08b383abadd7,1,
,2020-11-07 11:57:12.255,,,,2020-11-08 13:11:54.559,2020-11-07 11:57:20.600,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":154,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-11-07 11:57:12.255,d67354d2-30a0-4cb5-b78b-42136affecd8,0,
,2021-01-06 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7224}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-06 22:00:00.000,ebfa77c0-695c-42af-80f9-4a33ddbc52f4,1,
,2020-11-12 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":15212}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-12 22:00:00.000,f6725e5e-edf0-45e1-8fcf-0f000092f9e0,1,
1201,,1002,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6,2021-02-28 13:47:38.777,2021-02-28 13:47:35.689,,,1201,UTC+0300,2.953,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-07 10:14:08.000,64a25f65-f638-425f-aae8-85f85f6956b1,0,
3000,,1002,,e9a63fd6-e088-3472-6d1f-c4b7c3c76777,2021-02-28 13:47:42.679,2021-02-28 13:47:36.630,,,3000,UTC+0200,1,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2020-12-07 12:42:38.840,392685a7-b653-4408-8c25-f45d740da735,0,
,2021-01-23 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":11762}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-23 22:00:00.000,7446c8e7-5a7c-41e1-809a-e26b6dee0785,1,
,2020-12-13 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6950}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-13 22:00:00.000,4b686214-0843-4290-8d27-edfe82d133c7,1,
1203,,1002,,cd42b28e-6400-4ec7-edc8-845a4474ced0,2021-02-28 13:47:41.448,2021-02-28 13:47:36.278,,,1203,UTC+0200,2012610,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-03 15:58:55.510,d2596ddc-911f-4055-b288-5d7913551077,0,
1200,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:47:37.972,2021-02-28 13:47:37.972,,,1200,UTC+0200,10274.574,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-12-18 13:33:02.950,b612789c-3a7b-4bb5-8a5e-a37227aab531,1,
,2021-02-07 22:00:00.000,,2499999,,2021-03-03 08:19:41.964,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":13675}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-07 22:00:00.000,d6705c01-dfcc-47d9-998d-468d7dcb26a5,1,
3000,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:47:42.679,2021-02-28 13:47:38.048,,,3000,UTC+0200,2,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2020-12-18 13:33:02.950,2754046c-6abb-4cee-9fba-5ecc04342f4d,0,
,2020-12-25 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":19041}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-25 22:00:00.000,f6947073-fb4a-47a9-8653-7ad28c000032,1,
1202,,1002,,40854900-3069-5d6d-1b57-4fe027f2d824,2021-02-28 13:47:41.832,2021-02-28 13:47:38.640,,,1202,UTC+0200,3.0227227,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-22 12:36:08.820,fb391223-d6a9-4bac-b002-c3bd89c20703,0,
,2021-02-15 22:00:00.000,,2499999,,2021-03-03 08:19:41.982,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10480}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-15 22:00:00.000,a35c660d-a889-4519-8398-9731a9288c3f,1,
,2021-01-03 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6638}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-03 22:00:00.000,1b23e934-bd4b-4632-8861-b537193adcf8,1,
3000,,1002,,b4c5db4f-bb6e-5ed1-39ea-865db380bc0e,2021-02-28 13:47:42.679,2021-02-28 13:47:39.308,,,3000,UTC+0200,4,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-01-04 14:13:25.680,a765059b-7530-4685-a933-6b4de452b750,0,
1201,,1002,,036c75b7-2f5d-dde4-e454-85b4e8e2953e,2021-02-28 13:47:39.717,2021-02-28 13:47:39.717,,,1201,UTC+0200,10.6,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-01-09 12:42:59.000,706b7e43-6aaf-4fbe-9971-a14b8197355b,0,
,2021-02-23 22:00:00.000,,2499999,,2021-03-03 08:19:42.009,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6795}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-23 22:00:00.000,766ded13-ab35-41a0-a887-af8c07ba29f7,1,
,2021-01-21 22:00:00.000,,10009,,2021-03-03 08:19:37.937,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6271}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-21 22:00:00.000,6fc79d7f-a614-4a54-80b3-e7d318d5f12a,1,
1202,,1002,,ed6a99b4-c00d-ceae-9517-e302a1c85d96,2021-02-28 13:47:41.832,2021-02-28 13:47:41.795,,,1202,UTC+0200,3.4649618,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-02-11 13:38:08.000,247e8d40-f388-458a-a2e4-df2c5664b5a6,0,
,2020-12-12 22:00:00.000,,2499999,,2021-03-03 08:19:37.964,2021-03-03 08:19:37.964,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25010}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,7459b7fd-8b5e-43e1-b05a-698ce6de6de7,1,
,2021-02-04 22:00:00.000,,10009,,2021-03-03 08:19:39.641,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6146}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-04 22:00:00.000,d321c7d7-fb4c-4b59-b264-8e8009dc7100,1,
1205,,11007,,644029aa-3cdb-b13a-23db-d1650a6abbf0,2021-02-28 13:47:45.808,2021-02-28 13:47:43.396,,,1205,UTC+0200,203.467,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-11-30 12:21:03.580,5d152208-2951-481b-812b-f366b09f5faf,0,
3000,,1002,,241cf3ab-5b2c-7870-199d-8750c0350b70,2021-02-28 13:47:42.679,2021-02-28 13:47:41.156,,,3000,UTC+0200,6,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-01-29 11:53:44.790,5cd9050c-3b25-42bf-907b-1a65ceb28c5e,0,
,2020-11-05 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":22900}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-05 22:00:00.000,0debfbf4-77dc-4a04-9536-2c51def314f2,1,
1205,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:47:45.808,2021-02-28 13:47:43.555,,,1205,UTC+0200,562.879,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-05 13:35:20.880,6387d60a-cd0c-42a6-b76d-0e98f0382a9f,0,
,2021-02-15 22:00:00.000,,10009,,2021-03-03 08:19:39.656,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10579}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-15 22:00:00.000,f95612b5-9f17-4775-96af-17a18776351a,1,
3000,,1002,,ba21e389-901e-66b1-ac0c-e702b8c23244,2021-02-28 13:47:42.699,2021-02-28 13:47:42.699,,,3000,UTC+0200,8,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-02-25 12:31:28.530,f8226596-cb93-44fe-9768-0a57c219f724,1,
1201,,11007,,82ba609c-9816-9c72-799e-109bd4fa087d,2021-02-28 13:47:46.017,2021-02-28 13:47:44.305,,,1201,UTC+0200,13.21,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-19 14:06:15.500,8c813e21-33f1-417d-a14a-3bad84d52272,0,
,2020-11-11 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7398}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-11 22:00:00.000,2625ff9f-d1b2-4313-9eeb-81df856be9bb,1,
,2021-02-22 22:00:00.000,,10009,,2021-03-03 08:19:39.679,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6902}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-22 22:00:00.000,9e944a00-d610-4a96-bf40-4458914bd3c6,1,
3001,,11007,,cc3bf495-7c39-44e9-5523-7a8cbc61a9cd,2021-02-28 13:47:46.552,2021-02-28 13:47:45.378,,,3001,UTC+0200,3,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-01-31 12:24:24.760,f33e15ca-1e7a-43a1-807e-f849d6e8190f,0,
,2020-11-28 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7588}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-28 22:00:00.000,2264e7ae-3048-4f36-86f7-3f08fdf2f7fc,1,
1200,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:47:45.676,2021-02-28 13:47:43.544,,,1200,UTC+0200,14867.658,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-12-05 13:35:20.880,6ca97ab9-94c5-4308-9e9c-0838557901e4,0,
,2020-11-12 22:00:00.000,,10009,,2021-03-03 08:19:37.939,2021-03-03 08:19:37.939,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":15212}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-12 22:00:00.000,4941f464-ef03-48bf-8329-1afbd3085797,1,
3001,,11007,,23ce4054-aae3-72c7-b439-ea6730f1593c,2021-02-28 13:47:46.561,2021-02-28 13:47:46.561,,,3001,UTC+0200,5,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-02-18 12:59:44.080,0e60159d-a125-4d09-a170-2283861fb8ec,1,
,2020-12-05 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7067}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-05 22:00:00.000,f0a23791-8f63-45e6-9554-e7e2aa1a1885,1,
1202,,1002,,ed6a99b4-c00d-ceae-9517-e302a1c85d96,2021-02-28 13:51:14.770,2021-02-28 13:51:14.651,,,1202,UTC+0200,3.4649618,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-02-11 13:38:08.000,b11d2819-5dd5-4020-b543-2aa5165d7730,0,
,2021-01-25 22:00:00.000,,10009,,2021-03-03 08:19:37.937,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8248}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-25 22:00:00.000,d01af9af-d6a4-426e-8cbc-59fef69b7889,1,
1203,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:47:45.741,2021-02-28 13:47:43.934,,,1203,UTC+0200,10801569,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-13 11:52:45.680,ae474b0a-1530-4160-abc8-2da716804b9f,0,
1203,,1002,,e9a63fd6-e088-3472-6d1f-c4b7c3c76777,2021-02-28 13:51:14.163,2020-12-07 12:48:05.034,,,1203,UTC+0200,2079380,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-07 12:42:38.840,73d8135c-99f5-4fe9-9b31-7fe330a548f7,0,
,2020-12-12 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":30995}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,77e596ee-5748-4416-b553-9fe73c4a0d98,1,
,2021-02-08 22:00:00.000,,10009,,2021-03-03 08:19:39.649,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6273}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-08 22:00:00.000,4cdf349c-837a-451c-b1ae-f395124046ba,1,
1201,,11007,,ac9ef518-c083-595d-b033-a9506d7251c3,2021-02-28 13:50:39.339,2021-02-28 13:50:26.471,,,1201,UTC+0200,14.252,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-01-02 13:53:03.740,b59ea64a-47f9-44fd-8576-a8170be7885c,0,
3001,,11007,,ac9ef518-c083-595d-b033-a9506d7251c3,2021-02-28 13:47:46.552,2021-02-28 13:47:44.553,,,3001,UTC+0200,2,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-01-02 13:53:03.740,7a50f3f2-58e1-424e-b94f-92bd57382871,0,
,2020-12-18 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":11478}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-18 22:00:00.000,ef1f1539-87d5-48c5-b1e0-8a5278977177,1,
,2021-02-17 22:00:00.000,,10009,,2021-03-03 08:19:39.660,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":13177}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-17 22:00:00.000,6ca97c87-7e3e-418c-ad65-3fc99944b5fa,1,
1200,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:50:33.046,2021-02-28 13:50:33.046,,,1200,UTC+0200,78779.89,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2021-02-02 15:35:58.080,a3e23ebe-c974-4d49-be1c-a6c56042c56f,1,
,2020-12-24 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":14018}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-24 22:00:00.000,39b14aff-1c77-4ea2-ad9a-31435d52541c,1,
,2021-02-24 22:00:00.000,,10009,,2021-03-03 08:19:39.682,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7671}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-24 22:00:00.000,49f54f2f-5766-41c8-a9bc-a785e4e08c02,1,
