com.samsung.shealth.rewards,6156001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-02-20 22:00:00.000,,10009,,2021-03-03 08:19:39.666,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6237}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-20 22:00:00.000,39d1f6e4-0330-4595-813b-118d03fce1f1,1,
,2020-12-06 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7839}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-06 22:00:00.000,816b5eba-3a73-4ce5-943d-e91e2cc5dea5,1,
,2020-11-21 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12940}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-21 22:00:00.000,50a8e241-24c8-47b4-bffd-f257560987e8,1,
,2021-03-30 03:56:00.000,,,,2021-03-30 07:00:41.700,2021-03-30 07:00:41.700,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC+0400,9,OD8XXfRrR9,com.sec.android.app.shealth,Sleep.Goal,2021-03-29 21:30:00.000,838afad1-caf3-4def-94b5-75e5f9bfe2ce,1,
1203,,1002,,d59279cd-8fbc-4786-d70f-6f35765f1dc7,2021-02-28 13:51:14.163,2020-12-06 13:14:02.261,,,1203,UTC+0200,2034120,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-06 13:00:07.940,27d53da2-2dc6-4b21-b5de-bed18df86dc1,0,
,2020-11-07 22:00:00.000,,10009,,2021-03-03 08:19:37.938,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13523}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-07 22:00:00.000,8c8baadd-e4a1-465f-8f8b-5442f74abd32,1,
,2020-12-12 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":30995}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,3b051846-1b47-4681-9fa9-5198d379f6cb,1,
,2020-12-01 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":11821}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-01 22:00:00.000,e1e4e4c6-b184-4026-b48c-be4082b32506,1,
,2021-02-14 06:15:00.000,,,,2021-03-30 07:00:41.702,2021-03-30 07:00:41.702,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC+0200,6,OD8XXfRrR9,com.sec.android.app.shealth,Sleep.Goal,2021-02-14 00:03:00.000,720a95dd-4fc9-4e9c-9de4-52518fb88683,0,
1202,,1002,,f4a08282-c3ce-2e56-cf81-aac34198899a,2021-02-28 13:47:41.832,2021-02-28 13:47:35.982,,,1202,UTC+0200,2.7770958,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-01 12:03:35.500,9d64fe18-63cf-4eea-8de2-562a0618a502,0,
,2020-12-08 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7114}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-08 22:00:00.000,89623cea-d0fd-4f3b-b080-a913b1d26ab6,1,
,2020-11-03 22:00:00.000,,2499999,,2021-03-03 08:19:37.957,2021-03-03 08:19:37.957,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7256}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-03 22:00:00.000,476b4b5b-81c4-4297-a8e4-014273539ddd,1,
,2020-12-19 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":16698}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-19 22:00:00.000,4f98d4bd-9a44-4782-b153-7241a5ab037b,1,
,2021-01-13 06:27:36.630,,,,2021-03-30 07:00:41.705,2021-03-30 07:00:41.705,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC+0200,3,OD8XXfRrR9,com.sec.android.app.shealth,Sleep.Goal,2021-01-12 22:53:24.630,2b01b32f-e022-42e4-8d25-032bd0b964bc,0,
,2020-12-14 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7248}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-14 22:00:00.000,73281421-e74e-4243-b8f7-3fd66f0d1e04,1,
3001,,11007,,ac9ef518-c083-595d-b033-a9506d7251c3,2021-02-28 13:51:06.460,2021-02-28 13:50:26.483,,,3001,UTC+0200,2,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-01-02 13:53:03.740,225c9370-5de8-4880-a220-dcbbfefbeea0,0,
,2020-12-21 22:00:00.000,,100003,,2021-03-03 08:19:38.978,2021-03-03 08:19:38.978,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8837}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-21 22:00:00.000,e3e5d9a2-c2ae-4e6d-9958-f603b218ba70,1,
1202,,1002,,01724e7e-0693-f4c9-3145-09260867038b,2021-02-28 13:47:41.832,2021-02-28 13:47:37.042,,,1202,UTC+0200,2.7880514,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-12 15:30:15.820,e0e3edd2-93ba-46f2-bd23-3fdb06c7e4aa,0,
1205,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:50:32.027,2020-12-05 13:39:21.797,,,1205,UTC+0200,562.879,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-05 13:35:20.880,5f263f46-672b-46e2-bded-3069016e5f6e,0,
,2020-11-09 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8465}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-09 22:00:00.000,a22d8213-5f1b-421f-8506-6eedb4bd13c0,1,
,2020-12-13 06:20:35.128,,,,2021-03-30 07:00:41.706,2021-03-30 07:00:41.706,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC+0200,2,OD8XXfRrR9,com.sec.android.app.shealth,Sleep.Goal,2020-12-12 23:15:11.126,040b19a1-5e94-489f-9106-2b84e5f34528,0,
,2020-12-27 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7516}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-27 22:00:00.000,88b50dc1-d358-455b-ac36-ed1e5160c105,1,
,2020-12-25 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":21482}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-25 22:00:00.000,e8d46761-34d1-4210-b621-e4f673d872b7,1,
,2021-01-03 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7303}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-03 22:00:00.000,fe4b17a0-6ead-464d-8d84-ee54a66b298b,1,
1202,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:50:31.320,2020-12-13 12:00:15.007,,,1202,UTC+0200,4.762305,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-13 11:52:45.680,1274628b-eaca-4096-977b-e77570a41ab0,0,
,2020-11-25 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6089}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-25 22:00:00.000,aa4c1731-862c-4fa3-8f0f-e391d72076f8,1,
,2021-01-15 22:00:00.000,,100003,,2021-03-03 08:19:38.980,2021-03-03 08:19:38.980,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6974}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-15 22:00:00.000,b2eed56d-506d-4e6f-ac8a-22fb6c8ea440,1,
1202,,1002,,4cb4e55e-8d6a-a048-0a09-29c3d1abb485,2021-02-28 13:47:41.832,2021-02-28 13:47:38.521,,,1202,UTC+0200,2.9585824,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-21 13:08:59.800,c6f912da-9cae-4520-ba44-631c4f983f24,0,
,2021-01-24 22:00:00.000,,100003,,2021-03-03 08:19:38.981,2021-03-03 08:19:38.981,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6640}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-24 22:00:00.000,2e833a5e-3fb5-4d02-864a-3d1fd1bdd337,1,
1203,,1002,,1fa8189d-912c-aed2-9cd7-554e6099f078,2021-02-28 13:51:14.276,2021-02-28 13:51:14.276,,,1203,UTC+0200,3947169,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-02-08 12:44:05.310,f42af1d7-67c8-4f33-b82b-bc40a595fa03,1,
,2020-12-06 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7626}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-06 22:00:00.000,52e7c027-77cb-4bc4-92de-fa051ddebded,1,
,2020-12-31 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7132}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-31 22:00:00.000,8cae475a-2df9-446b-a966-d7ac8ee5459d,1,
1202,,1002,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6,2021-02-28 13:51:14.770,2020-11-07 10:18:44.329,,,1202,UTC+0300,2.6894639,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-11-07 10:14:08.000,2cc44be5-acc5-43a8-a2b6-98c116ee52ab,0,
,2021-02-03 22:00:00.000,,100003,,2021-03-03 08:19:40.906,2021-03-03 08:19:38.981,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10735}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-03 22:00:00.000,1641d19b-552f-43be-95f5-855de7491da9,1,
1200,,1002,,036c75b7-2f5d-dde4-e454-85b4e8e2953e,2021-02-28 13:47:39.690,2021-02-28 13:47:39.690,,,1200,UTC+0200,10716.0,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2021-01-09 12:42:59.000,ecd6ba7c-8a4b-403a-a288-786b74c37261,0,
,2020-12-13 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7479}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-13 22:00:00.000,37d20f6f-4f5e-4c04-8593-c93ef313e8a4,1,
3000,,1002,,0ed44dae-46ee-dd17-bec7-7aee9bde437f,2021-02-28 13:51:16.393,2021-02-28 13:51:15.074,,,3000,UTC+0200,7,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-02-12 13:25:20.090,45d9f249-43c6-4b62-87c8-b57ed3bf807b,0,
,2021-02-10 22:00:00.000,,100003,,2021-03-09 11:20:36.005,2021-03-03 08:19:38.982,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7606}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-10 22:00:00.000,685153d4-8a42-470d-a550-1cd4a043acf0,1,
,2021-02-18 22:00:00.000,,100003,,2021-03-18 20:15:30.961,2021-03-03 08:19:38.983,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7337}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-18 22:00:00.000,8a2a679d-bdd4-4951-b9a9-3b0a087a3fd7,1,
,2020-12-21 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7965}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-21 22:00:00.000,2d7d0931-f8cc-456e-ba73-8cfe8d999177,1,
,2020-11-06 22:00:00.000,,10009,,2021-03-03 08:19:37.934,2021-03-03 08:19:37.934,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7647}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-06 22:00:00.000,b712c845-8703-4728-9a2d-bb53ee31541b,1,
,2021-02-24 22:00:00.000,,100003,,2021-03-24 19:40:19.373,2021-03-03 08:19:38.984,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8401}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-24 22:00:00.000,8897715f-ddc2-46ec-9ac6-d9f6658bb18f,1,
,2021-02-27 22:00:00.000,,100003,,2021-03-03 22:00:01.773,2021-03-03 22:00:01.773,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":10611}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-27 22:00:00.000,33aa47ff-0e09-4f54-a0ff-006fcc09b2ea,1,
,2020-12-27 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7324}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-27 22:00:00.000,959c0870-4e49-4432-a8a2-e0c3911c9a4c,1,
1205,,1002,,1fa8189d-912c-aed2-9cd7-554e6099f078,2021-02-28 13:47:41.525,2021-02-28 13:47:41.525,,,1205,UTC+0200,799.466,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-02-08 12:44:05.310,1073645e-677f-49af-a6ca-4df7aa46c795,1,
,2020-11-15 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7865}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-15 22:00:00.000,f0a98ed6-546a-40cf-bfa2-f4a100607391,1,
,2021-01-08 22:00:00.000,,100003,,2021-03-03 08:19:38.980,2021-03-03 08:19:38.980,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12639}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-08 22:00:00.000,826a8e17-b256-41e5-ab33-c37a5f4dc37f,1,
,2021-03-12 22:00:00.000,,100003,,2021-03-28 16:15:06.943,2021-03-13 11:55:04.825,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":17608}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-12 22:00:00.000,b85893f6-840d-4a1a-8e33-61cbd2da1773,1,
,2021-01-05 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6470}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-05 22:00:00.000,2f7be32c-259d-44f6-96f1-2b8ca1b0ef79,1,
,2020-12-17 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":11957}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-17 22:00:00.000,dd9203d3-7fe3-4033-8375-f6a67af14a06,1,
,2021-03-19 12:38:35.964,,,,2021-03-20 16:32:25.848,2021-03-19 12:38:35.996,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":67,""mValue2"":60}",OD8XXfRrR9,com.sec.android.app.shealth,goal.activity,2021-03-19 12:38:35.964,81442990-62c9-4f42-8064-20351bd446dc,0,
,2021-01-22 22:00:00.000,,100003,,2021-03-03 08:19:38.980,2021-03-03 08:19:38.980,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6016}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-22 22:00:00.000,aeab0edf-1217-45fc-b0f9-b5fffc041467,1,
,2021-03-19 22:00:00.000,,2499999,,2021-03-25 22:00:10.402,2021-03-20 22:00:05.156,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":9308}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-19 22:00:00.000,25aa0337-fbd0-42e0-bf0d-e0aae5167cd8,1,
1203,,11007,,644029aa-3cdb-b13a-23db-d1650a6abbf0,2021-02-28 13:47:45.741,2021-02-28 13:47:43.391,,,1203,UTC+0200,1515119,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-11-30 12:21:03.580,ea009ae0-9248-4082-9932-75a64e9a49b5,0,
,2021-01-21 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6641}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-21 22:00:00.000,1e904fdc-599d-4377-be68-e943d1f5d18f,1,
,2021-01-30 22:00:00.000,,100003,,2021-03-03 08:19:38.981,2021-03-03 08:19:38.981,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6286}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-30 22:00:00.000,d0c2af4d-bd04-4519-8ab8-4acd2d6f2cd0,1,
1203,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:47:45.741,2021-02-28 13:47:43.552,,,1203,UTC+0200,4963210,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-05 13:35:20.880,8998613f-0f35-4990-8c3f-1d59e747446d,0,
,2021-02-06 22:00:00.000,,2499999,,2021-03-03 08:19:41.967,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6452}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-06 22:00:00.000,f83dd8f6-b249-435f-af23-f73dde0020de,1,
,2021-02-08 22:00:00.000,,100003,,2021-03-08 21:38:54.180,2021-03-03 08:19:38.982,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6863}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-08 22:00:00.000,e813dcfa-218f-42e3-9c1d-6ebabeea23e1,1,
3001,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:47:46.552,2021-02-28 13:47:43.944,,,3001,UTC+0200,1,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2020-12-13 11:52:45.680,583cdd5c-9298-4e52-a841-10115d06ea7e,0,
,2021-03-22 22:00:00.000,,100003,,2021-03-29 21:00:15.077,2021-03-23 10:32:20.357,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":14323}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-22 22:00:00.000,ef33c9db-d9d1-4aea-921c-9e26334c734c,1,
,2020-12-27 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6920}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-27 22:00:00.000,57e063d8-f25b-4b1f-9340-aef03cc76a8d,1,
1202,,11007,,cc3bf495-7c39-44e9-5523-7a8cbc61a9cd,2021-02-28 13:47:45.365,2021-02-28 13:47:45.365,,,1202,UTC+0200,6.539374,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-31 12:24:24.760,8e81ccff-bfe3-424f-87f3-0c78a0a143a0,1,
,2021-02-14 22:00:00.000,,2499999,,2021-03-03 08:19:41.977,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8689}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-14 22:00:00.000,1b01ee0a-ceb7-4a02-94e1-2c9e5d06448c,1,
,2021-02-16 22:00:00.000,,100003,,2021-03-16 10:10:38.484,2021-03-03 08:19:38.983,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7074}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-16 22:00:00.000,11b56b24-ad93-4ea0-9e9a-f0ab988c4f28,1,
,2021-03-23 22:00:00.000,,100003,,2021-03-29 21:00:15.093,2021-03-24 14:47:30.432,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12919}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-23 22:00:00.000,58740901-799e-4a8c-abf3-4495b47cdb76,1,
3001,,11007,,b01cd733-5277-157e-41cf-867c68f2d84f,2021-02-28 13:47:46.552,2021-02-28 13:47:46.166,,,3001,UTC+0200,4,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-02-04 14:13:01.420,ceb557b8-c603-4379-b7c4-c210f6e791f0,0,
,2021-02-22 22:00:00.000,,2499999,,2021-03-03 08:19:42.009,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7580}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-22 22:00:00.000,e981368a-2686-43e8-90d2-0498264208ff,1,
,2021-03-23 22:00:00.000,,100003,,2021-03-25 22:00:04.310,2021-03-25 22:00:04.310,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":12919}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-23 22:00:00.000,d94d3677-cd36-4105-b95b-43e360c54ac4,1,
,2021-02-22 22:00:00.000,,100003,,2021-03-22 10:36:33.073,2021-03-03 08:19:38.983,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7896}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-22 22:00:00.000,f0e0e67e-14b7-4f22-bb58-a63219fab725,1,
1205,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:51:14.220,2020-12-18 13:37:27.656,,,1205,UTC+0200,777.306,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-18 13:33:02.950,4c40d495-9766-4392-8c7a-5da5d36159c7,0,
,2021-03-22 22:00:00.000,,100003,,2021-03-26 22:00:04.465,2021-03-26 22:00:04.465,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14323}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-22 22:00:00.000,36f82ac4-8344-4522-9402-3466950394ed,1,
,2021-01-04 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6708}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-04 22:00:00.000,82d65afb-379c-4c7a-bbc8-69e56a3b4c46,1,
,2020-12-12 22:00:00.000,,2499999,,2021-03-03 08:19:37.964,2021-03-03 08:19:37.964,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":25010}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,5f6df583-4664-45d4-99bf-3fb592859087,1,
,2021-02-07 22:00:00.000,,100003,,2021-03-03 08:19:40.909,2021-03-03 08:19:40.909,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":13958}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-07 22:00:00.000,629e9608-e48b-4f5a-81a2-fc7e3caf162d,1,
1201,,1002,,01724e7e-0693-f4c9-3145-09260867038b,2021-02-28 13:51:08.790,2020-12-12 16:18:27.458,,,1201,UTC+0200,3.072,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-12 15:30:15.820,c1ba3105-e3a8-4e7f-af0e-3293f99a5141,0,
,2021-03-26 22:00:00.000,,100003,,2021-03-29 21:00:15.284,2021-03-27 16:35:01.216,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6765}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-26 22:00:00.000,9cd5fef6-5e90-4478-9375-a0e235b32ea0,1,
,2020-11-05 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":22900}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-05 22:00:00.000,0a7fb16b-bc9a-4747-8cb6-f627f101ace8,1,
,2021-03-27 22:00:00.000,,100003,,2021-03-29 21:22:15.463,2021-03-28 12:44:44.933,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8712}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-27 22:00:00.000,54ce5037-1991-4a65-8e59-44986606f211,1,
